group	xintercept
1	-3.74156698982475
2	-3.50956698982475
3	-3.14856698982475
4	-2.93656698982475
5	-2.69156698982475
6	-2.45956698982475
7	-2.43356698982475
8	-2.42156698982475
9	-2.36456698982475
10	-2.28356698982475
11	-2.23656698982475
12	-2.19656698982475
13	-1.88956698982475
14	-1.55956698982475
15	-1.48356698982475
16	-1.45556698982475
17	-1.35856698982475
18	-1.12956698982475
19	-0.987566989824746
20	-0.900566989824746
21	-0.798566989824746
22	-0.742566989824746
23	-0.702566989824746
24	-0.601566989824746
25	-0.429566989824746
26	-0.221566989824746
27	0.0604330101752542
28	0.275433010175254
29	0.529433010175254
30	0.742433010175254
31	0.842433010175254
32	1.00843301017525
33	1.16143301017525
34	1.25343301017525
35	1.40343301017525
36	1.57243301017525
37	1.84343301017525
38	2.17843301017525
39	2.32243301017525
40	2.38343301017525
41	2.43943301017525
42	2.88043301017525
43	3.29443301017525
44	3.36043301017525
45	3.46643301017525
46	-3.92882159463484
47	-3.80582159463484
48	-3.59382159463484
49	-3.40382159463484
50	-3.18582159463484
51	-2.94182159463484
52	-2.81082159463484
53	-2.74782159463484
54	-2.71782159463484
55	-2.68482159463484
56	-2.64782159463484
57	-2.59582159463484
58	-2.53282159463484
59	-2.37482159463484
60	-2.19882159463484
61	-2.01682159463484
62	-1.88682159463484
63	-1.83482159463484
64	-1.77782159463484
65	-1.76282159463484
66	-1.63082159463484
67	-1.50182159463484
68	-1.43582159463484
69	-1.17582159463484
70	-0.949821594634835
71	-0.890821594634835
72	-0.841821594634835
73	-0.584821594634835
74	-0.272821594634835
75	-0.143821594634835
76	0.0231784053651648
77	0.168178405365165
78	0.266178405365165
79	0.451178405365165
80	0.631178405365165
81	0.702178405365165
82	0.918178405365165
83	1.18517840536516
84	1.25317840536516
85	1.34117840536516
86	1.53117840536516
87	1.93217840536516
88	2.32517840536516
89	2.42417840536517
90	2.47717840536517
91	-3.74156698982475
92	-3.50956698982475
93	-3.14856698982475
94	-2.93656698982475
95	-2.69156698982475
96	-2.45956698982475
97	-2.43356698982475
98	-2.42156698982475
99	-2.36456698982475
100	-2.28356698982475
101	-2.23656698982475
102	-2.19656698982475
103	-1.88956698982475
104	-1.55956698982475
105	-1.48356698982475
106	-1.45556698982475
107	-1.35856698982475
108	-1.12956698982475
109	-0.987566989824746
110	-0.900566989824746
111	-0.798566989824746
112	-0.742566989824746
113	-0.702566989824746
114	-0.601566989824746
115	-0.429566989824746
116	-0.221566989824746
117	0.0604330101752542
118	0.275433010175254
119	0.529433010175254
120	0.742433010175254
121	0.842433010175254
122	1.00843301017525
123	1.16143301017525
124	1.25343301017525
125	1.40343301017525
126	1.57243301017525
127	1.84343301017525
128	2.17843301017525
129	2.32243301017525
130	2.38343301017525
131	2.43943301017525
132	2.88043301017525
133	3.29443301017525
134	3.36043301017525
135	3.46643301017525
136	-3.92882159463484
137	-3.80582159463484
138	-3.59382159463484
139	-3.40382159463484
140	-3.18582159463484
141	-2.94182159463484
142	-2.81082159463484
143	-2.74782159463484
144	-2.71782159463484
145	-2.68482159463484
146	-2.64782159463484
147	-2.59582159463484
148	-2.53282159463484
149	-2.37482159463484
150	-2.19882159463484
151	-2.01682159463484
152	-1.88682159463484
153	-1.83482159463484
154	-1.77782159463484
155	-1.76282159463484
156	-1.63082159463484
157	-1.50182159463484
158	-1.43582159463484
159	-1.17582159463484
160	-0.949821594634835
161	-0.890821594634835
162	-0.841821594634835
163	-0.584821594634835
164	-0.272821594634835
165	-0.143821594634835
166	0.0231784053651648
167	0.168178405365165
168	0.266178405365165
169	0.451178405365165
170	0.631178405365165
171	0.702178405365165
172	0.918178405365165
173	1.18517840536516
174	1.25317840536516
175	1.34117840536516
176	1.53117840536516
177	1.93217840536516
178	2.32517840536516
179	2.42417840536517
180	2.47717840536517
