group	xintercept
1	-3.92335774702907
2	-3.69135774702907
3	-3.33035774702907
4	-3.11835774702907
5	-2.87335774702907
6	-2.64135774702907
7	-2.61535774702907
8	-2.60335774702907
9	-2.54635774702907
10	-2.46535774702907
11	-2.41835774702907
12	-2.37835774702907
13	-2.07135774702907
14	-1.74135774702907
15	-1.66535774702907
16	-1.63735774702907
17	-1.54035774702907
18	-1.31135774702907
19	-1.16935774702907
20	-1.08235774702907
21	-0.980357747029067
22	-0.924357747029067
23	-0.884357747029067
24	-0.783357747029067
25	-0.611357747029067
26	-0.403357747029067
27	-0.121357747029067
28	0.0936422529709331
29	0.347642252970933
30	0.560642252970933
31	0.660642252970933
32	0.826642252970933
33	0.979642252970933
34	1.07164225297093
35	1.22164225297093
36	1.39064225297093
37	1.66164225297093
38	1.99664225297093
39	2.14064225297093
40	2.20164225297093
41	2.25764225297093
42	2.69864225297093
43	3.11264225297093
44	3.17864225297093
45	3.28464225297093
46	-3.06799387541573
47	-2.94499387541573
48	-2.73299387541573
49	-2.54299387541573
50	-2.32499387541573
51	-2.08099387541573
52	-1.94999387541573
53	-1.88699387541573
54	-1.85699387541573
55	-1.82399387541573
56	-1.78699387541573
57	-1.73499387541573
58	-1.67199387541573
59	-1.51399387541573
60	-1.33799387541573
61	-1.15599387541573
62	-1.02599387541573
63	-0.97399387541573
64	-0.916993875415731
65	-0.901993875415731
66	-0.769993875415731
67	-0.640993875415731
68	-0.57499387541573
69	-0.31499387541573
70	-0.0889938754157306
71	-0.0299938754157305
72	0.0190061245842695
73	0.27600612458427
74	0.58800612458427
75	0.71700612458427
76	0.88400612458427
77	1.02900612458427
78	1.12700612458427
79	1.31200612458427
80	1.49200612458427
81	1.56300612458427
82	1.77900612458427
83	2.04600612458427
84	2.11400612458427
85	2.20200612458427
86	2.39200612458427
87	2.79300612458427
88	3.18600612458427
89	3.28500612458427
90	3.33800612458427
91	-3.92335774702907
92	-3.69135774702907
93	-3.33035774702907
94	-3.11835774702907
95	-2.87335774702907
96	-2.64135774702907
97	-2.61535774702907
98	-2.60335774702907
99	-2.54635774702907
100	-2.46535774702907
101	-2.41835774702907
102	-2.37835774702907
103	-2.07135774702907
104	-1.74135774702907
105	-1.66535774702907
106	-1.63735774702907
107	-1.54035774702907
108	-1.31135774702907
109	-1.16935774702907
110	-1.08235774702907
111	-0.980357747029067
112	-0.924357747029067
113	-0.884357747029067
114	-0.783357747029067
115	-0.611357747029067
116	-0.403357747029067
117	-0.121357747029067
118	0.0936422529709331
119	0.347642252970933
120	0.560642252970933
121	0.660642252970933
122	0.826642252970933
123	0.979642252970933
124	1.07164225297093
125	1.22164225297093
126	1.39064225297093
127	1.66164225297093
128	1.99664225297093
129	2.14064225297093
130	2.20164225297093
131	2.25764225297093
132	2.69864225297093
133	3.11264225297093
134	3.17864225297093
135	3.28464225297093
136	-3.06799387541573
137	-2.94499387541573
138	-2.73299387541573
139	-2.54299387541573
140	-2.32499387541573
141	-2.08099387541573
142	-1.94999387541573
143	-1.88699387541573
144	-1.85699387541573
145	-1.82399387541573
146	-1.78699387541573
147	-1.73499387541573
148	-1.67199387541573
149	-1.51399387541573
150	-1.33799387541573
151	-1.15599387541573
152	-1.02599387541573
153	-0.97399387541573
154	-0.916993875415731
155	-0.901993875415731
156	-0.769993875415731
157	-0.640993875415731
158	-0.57499387541573
159	-0.31499387541573
160	-0.0889938754157306
161	-0.0299938754157305
162	0.0190061245842695
163	0.27600612458427
164	0.58800612458427
165	0.71700612458427
166	0.88400612458427
167	1.02900612458427
168	1.12700612458427
169	1.31200612458427
170	1.49200612458427
171	1.56300612458427
172	1.77900612458427
173	2.04600612458427
174	2.11400612458427
175	2.20200612458427
176	2.39200612458427
177	2.79300612458427
178	3.18600612458427
179	3.28500612458427
180	3.33800612458427
