x	y
0.065704	-0.232768962976124
1.625422	-0.37894449670026
1.880727	-0.338250400189295
1.916683	-0.434402824145775
1.958059	-0.0543922968186278
2.036006	-0.166502663140165
2.157122	-0.241270431542137
2.168387	-0.281035664240461
2.350357	-0.473931188332412
2.447437	-0.222632890549587
2.517447	-0.13764780046798
3.073191	-0.526992432083826
3.226255	-0.790858602161408
4.794474	-0.24297675349254
5.641672	-0.126580496565143
6.112207	-0.380821783940931
7.003547	-0.63710935733414
8.321174	-0.666576266274808
10.005609	-0.364013496254377
11.406486	0.0538064436957938
13.689004	0
14.508795	0.0384361816561079
15.739583	0.0908534304511135
16.695541	0.175045486110914
18.056437	0.0482361856528476
19.247997	0.0257375614136083
19.447351	0.01292617444427
21.564614	-0.0144995696951151
23.544187	-0.0892673380970874
24.584649	-0.0130430374755989
24.961531	-0.0276749584428483
26.956737	-0.0130430374755989
28.251612	0.0717626693000913
28.550402	-0.104697378666693
29.771938	0.0510240030244669
31.068114	0.0579700686373299
32.243891	-0.0144995696951151
34.592644	-0.181149439104566
36.998489	0.0922074380970889
38.113835	0.0854246562526777
39.256517	-0.0543922968186278
39.668374	-0.0439433475875971
40.120875	0.0621217119077975
41.66223	0.210388864445403
43.278631	0
43.882916	0
44.82415	0.155749232677945
47.569927	-0.0954195650786824
48.093773	0.0356239097307212
48.69463	0.0412429822318813
49.632735	-0.207561069935362
52.823522	0.037030730944967
54.228477	-0.0649174766813385
54.228492	-0.0603972796439563
54.760707	-0.0499049058263139
54.797001	-0.0923401721467106
55.094602	-0.00433459026389113
55.127892	0.112366523072563
55.381045	0.0510240030244669
55.54284	0.0813396274519388
56.747229	0.094911647025467
57.971845	0.142740172116082
60.701409	0.00575926928868495
60.701835	-0.0846703239869906
63.778764	0.0510240030244669
65.591633	-0.0969617298870879
66.880257	-0.128156351490682
69.011371	0.00575926928868495
70.109915	-0.45600928033515
70.343474	-0.0846703239869906
71.509685	-0.327348370671615
73.022294	0.0758748669751276
74.592058	0.018634174139051
74.697219	-0.0188780102056894
74.748368	-0.0877333719335504
74.864464	-0.0203404482841755
76.317834	-0.0130430374755989
77.977805	-0.0969617298870879
80.724502	-0.0291463456595165
84.537782	0.0100636833446975
86.212697	0.00719550140420377
87.858276	0.0538064436957938
88.407227	-0.0558912008920451
88.690874	0.0114956388378294
88.884182	-0.0558912008920451
88.88486	0.0143552929770701
88.923098	0.0510240030244669
88.969581	0.177598929327733
90.116999	-0.110915901401851
90.52694	0.0229004021100788
90.555002	0.0524158941511385
92.252612	0.0384361816561079
92.747276	-0.00288827932482651
93.258499	0.151858816727005
94.386958	0.108357178090419
94.443845	0.112366523072563
96.028127	0.0551956542421246
96.686836	0.0827025893302493
99.459856	-0.0424567992428948
101.252346	0.0482361856528476
102.848409	-0.0380063225797449
103.387317	-0.0247366783215064
106.209939	-0.15200309344505
107.517214	-0.126580496565143
109.065806	0.0114956388378294
110.645451	-0.0709665213541436
111.429496	-0.140825544133565
111.5248	-0.0816137655536521
112.990431	0.01292617444427
114.318711	-0.0409717810563062
116.101819	-0.128156351490682
116.876332	-0.0588936890535686
118.853572	0.205392512989685
119.814166	0.063502942306158
120.850903	0.0731347046302154
122.59512	0.0758748669751276
122.625614	-0.217591435072627
122.632005	-0.0528949484321255
123.496907	-0.110915901401851
123.735944	0.0100636833446975
123.767357	-0.0785636691937021
124.676854	0.00432160595009347
126.135267	-0.174621396107069
127.03174	0.0313951962755343
128.093319	0.0285691521967709
129.148546	-0.0174170530774094
130.315557	-0.0558912008920451
131.54972	-0.0938790470029001
132.961115	0.0426443374084937
133.844476	-0.0232697793228472
138.894256	-0.0144995696951151
139.724783	0.0229004021100788
140.112392	0.0114956388378294
140.65814	0.0731347046302154
140.864689	0.0214797274104514
142.356094	0.0412429822318813
144.042117	-0.0174170530774094
144.409756	0.0143552929770701
144.462202	0.0271540515037266
144.908923	0.0745054363636298
146.555468	-0.0218043703183484
147.697471	0.126972856257766
149.203521	0.0593552776164212
150.518202	0.0538064436957938
152.259004	-0.0862010350493039
153.167782	-0.0862010350493039
154.360035	-0.0101343771337132
155.446227	0.0813396274519388
158.961081	-0.120294233717712
160.287758	0.01292617444427
160.480851	0.037030730944967
160.574981	0.0285691521967709
161.549129	-0.0276749584428483
163.207893	0.0922074380970889
164.799517	-0.120294233717712
166.304621	-0.0469210473874926
169.243783	-0.00578235259400611
170.40074	0.034215715337913
171.715713	-0.0380063225797449
172.853128	0.0962618530584035
174.170021	0.167357927738514
175.917481	0.199122642013601
177.72754	0.0538064436957938
179.066794	-0.0291463456595165
179.688696	-0.0101343771337132
180.935105	0.158337027167101
182.374218	0.0398402645317911
182.998539	0.0676387168753633
183.264385	0.0328061450832415
184.96444	-0.166502663140165
185.209671	-0.0649174766813385
185.484841	0.0114956388378294
185.919567	-0.104697378666693
185.93625	-0.0800879113226919
186.413643	0.0607391578576785
187.505031	-0.0724827538015237
188.800088	-0.0174170530774094
190.701747	-0.00144341686966872
