x	y
0.343376	0.257
0.489243	0.331
0.707781	0.259
0.761254	0.242
0.81625	0.173
0.81673	0.03
1.14636	0.182
1.872574	0.278
2.027295	0.329
2.453318	0.241
3.789222	0.429
5.782083	0.366
6.781324	0.224
7.420977	0.086
7.541951	0.162
7.564112	0.319
8.338178	0.454
10.055097	0.31
11.177012	0.261
12.436554	0.23
13.030412	0.445
14.152021	0.374
14.154024	0.154
15.770248	0.378
15.855685	0.27
16.206099	0.329
16.272145	0.228
17.473051	0.27
17.743261	0.087
19.966217	0.167
21.014529	0.225
21.119448	0.221
21.624166	0.108
22.028806	0.257
22.287357	0.168
22.68565	0.34
23.823754	0.377
23.921094	0.247
23.926254	-0.005
23.943362	0.144
23.991558	-0.137
25.739938	0.357
26.24604	0.261
26.430455	0.265
26.749759	0.344
26.761088	0.261
27.022164	0.311
27.02224	0.217
28.28335	0.24
28.977242	0.475
29.468699	0.287
29.489181	0.256
29.515759	0.445
29.53695	0.215
29.573464	0.245
29.697201	0.247
29.800611	0.326
29.835217	-0.045
29.847046	0.315
29.999286	0.178
30.057624	0.414
30.083655	0.182
30.20281	0.221
30.35122	0.384
30.367279	0.239
30.391629	0.253
30.524391	0.219
30.537905	0.272
30.583895	0.263
30.623036	0.252
30.701586	0.296
30.763189	0.284
30.873474	0.28
30.894025	0.163
31.033952	0.332
31.17093	0.242
31.182498	0.405
31.268264	0.218
31.309449	0.299
31.457061	0.474
31.493514	0.362
31.618548	0.469
31.704649	0.385
31.786567	0.466
31.808158	0.337
31.808535	0.273
31.915715	0.499
32.119192	0.523
32.186537	0.47
32.292796	0.413
32.590583	0.264
32.676208	0.227
32.85527	0.301
32.861175	0.469
32.963998	0.479
32.964235	0.569
33.016031	0.492
33.10415	0.396
33.132001	0.497
33.220461	0.462
33.27589	0.422
33.391652	0.298
33.505846	0.29
33.64521	0.194
33.741326	0.254
34.054485	0.278
34.272859	0.094
34.384437	0.253
34.430835	0.375
34.430843	0.347
34.987922	0.401
35.245715	0.3255
35.442504	0.3
35.465293	-0.005
35.467801	0.351
35.484796	0.298
35.682074	0.307
35.719963	0.269
35.737426	0.232
37.443438	0.312
37.446175	0.217
38.021573	0.28
38.279292	0.272
38.374567	0.27
38.374575	0.215
38.491484	0.134
38.87464	0.238
38.90968	0.542
38.944628	0.318
39.071542	0.326
39.379013	0.193
41.590787	0.637
41.844639	0.581
42.239188	0.426
42.688242	0.393
43.350922	0.255
44.23477	0.172
44.276237	0.219
44.811084	0.382
44.940639	0.281
45.584213	0.256
46.280423	0.094
46.740957	0.287
48.260884	0.307
48.862363	0.434
49.381144	0.296
50.532801	0.389
50.675071	-0.029
50.736231	-0.33
50.754473	0.317
51.196972	0.43
52.359111	0.23
53.510863	0.415
53.670992	0.397
54.780744	0.33
56.168759	0.182
57.299534	0.238
57.756198	0.149
58.263128	0.413
58.728164	0.424
58.747023	0.362
59.082236	0.133
59.113749	0.324
59.41548	0.233
60.048296	0.3
60.37964	0.332
61.105059	0.513
62.228259	0.402
63.118104	0.247
63.866518	0.24
64.588085	0.434
64.588268	0.48
65.539356	0.505
65.852663	0.4
66.898641	0.483
68.27137	0.45
68.712964	0.236
70.265947	0.261
70.781219	0.186
71.042351	0.375
71.247114	0.257
71.967403	0.131
73.636231	0.138
73.64014	0.149
74.580696	0.203
76.32084	0.312
77.795484	0.462
78.134453	0.271
