group	xintercept
1	-3.7837427635399
2	-3.5517427635399
3	-3.1907427635399
4	-2.9787427635399
5	-2.7337427635399
6	-2.5017427635399
7	-2.4757427635399
8	-2.4637427635399
9	-2.4067427635399
10	-2.3257427635399
11	-2.2787427635399
12	-2.2387427635399
13	-1.9317427635399
14	-1.6017427635399
15	-1.5257427635399
16	-1.4977427635399
17	-1.4007427635399
18	-1.1717427635399
19	-1.0297427635399
20	-0.942742763539903
21	-0.840742763539903
22	-0.784742763539903
23	-0.744742763539903
24	-0.643742763539903
25	-0.471742763539903
26	-0.263742763539903
27	0.0182572364600975
28	0.233257236460097
29	0.487257236460097
30	0.700257236460097
31	0.800257236460097
32	0.966257236460097
33	1.1192572364601
34	1.2112572364601
35	1.3612572364601
36	1.5302572364601
37	1.8012572364601
38	2.1362572364601
39	2.2802572364601
40	2.3412572364601
41	2.3972572364601
42	2.8382572364601
43	3.2522572364601
44	3.3182572364601
45	3.4242572364601
46	-3.83049901356362
47	-3.70749901356362
48	-3.49549901356362
49	-3.30549901356362
50	-3.08749901356362
51	-2.84349901356362
52	-2.71249901356362
53	-2.64949901356362
54	-2.61949901356362
55	-2.58649901356362
56	-2.54949901356362
57	-2.49749901356362
58	-2.43449901356362
59	-2.27649901356362
60	-2.10049901356362
61	-1.91849901356362
62	-1.78849901356362
63	-1.73649901356362
64	-1.67949901356362
65	-1.66449901356362
66	-1.53249901356362
67	-1.40349901356362
68	-1.33749901356362
69	-1.07749901356362
70	-0.851499013563624
71	-0.792499013563624
72	-0.743499013563624
73	-0.486499013563624
74	-0.174499013563624
75	-0.0454990135636236
76	0.121500986436376
77	0.266500986436376
78	0.364500986436376
79	0.549500986436376
80	0.729500986436376
81	0.800500986436376
82	1.01650098643638
83	1.28350098643638
84	1.35150098643638
85	1.43950098643638
86	1.62950098643638
87	2.03050098643638
88	2.42350098643638
89	2.52250098643638
90	2.57550098643638
91	-3.7837427635399
92	-3.5517427635399
93	-3.1907427635399
94	-2.9787427635399
95	-2.7337427635399
96	-2.5017427635399
97	-2.4757427635399
98	-2.4637427635399
99	-2.4067427635399
100	-2.3257427635399
101	-2.2787427635399
102	-2.2387427635399
103	-1.9317427635399
104	-1.6017427635399
105	-1.5257427635399
106	-1.4977427635399
107	-1.4007427635399
108	-1.1717427635399
109	-1.0297427635399
110	-0.942742763539903
111	-0.840742763539903
112	-0.784742763539903
113	-0.744742763539903
114	-0.643742763539903
115	-0.471742763539903
116	-0.263742763539903
117	0.0182572364600975
118	0.233257236460097
119	0.487257236460097
120	0.700257236460097
121	0.800257236460097
122	0.966257236460097
123	1.1192572364601
124	1.2112572364601
125	1.3612572364601
126	1.5302572364601
127	1.8012572364601
128	2.1362572364601
129	2.2802572364601
130	2.3412572364601
131	2.3972572364601
132	2.8382572364601
133	3.2522572364601
134	3.3182572364601
135	3.4242572364601
136	-3.83049901356362
137	-3.70749901356362
138	-3.49549901356362
139	-3.30549901356362
140	-3.08749901356362
141	-2.84349901356362
142	-2.71249901356362
143	-2.64949901356362
144	-2.61949901356362
145	-2.58649901356362
146	-2.54949901356362
147	-2.49749901356362
148	-2.43449901356362
149	-2.27649901356362
150	-2.10049901356362
151	-1.91849901356362
152	-1.78849901356362
153	-1.73649901356362
154	-1.67949901356362
155	-1.66449901356362
156	-1.53249901356362
157	-1.40349901356362
158	-1.33749901356362
159	-1.07749901356362
160	-0.851499013563624
161	-0.792499013563624
162	-0.743499013563624
163	-0.486499013563624
164	-0.174499013563624
165	-0.0454990135636236
166	0.121500986436376
167	0.266500986436376
168	0.364500986436376
169	0.549500986436376
170	0.729500986436376
171	0.800500986436376
172	1.01650098643638
173	1.28350098643638
174	1.35150098643638
175	1.43950098643638
176	1.62950098643638
177	2.03050098643638
178	2.42350098643638
179	2.52250098643638
180	2.57550098643638
