group	xintercept
1	-3.92033898321495
2	-3.68833898321495
3	-3.32733898321495
4	-3.11533898321495
5	-2.87033898321495
6	-2.63833898321495
7	-2.61233898321495
8	-2.60033898321495
9	-2.54333898321495
10	-2.46233898321495
11	-2.41533898321495
12	-2.37533898321495
13	-2.06833898321495
14	-1.73833898321495
15	-1.66233898321495
16	-1.63433898321495
17	-1.53733898321495
18	-1.30833898321495
19	-1.16633898321495
20	-1.07933898321495
21	-0.977338983214951
22	-0.921338983214951
23	-0.881338983214951
24	-0.780338983214951
25	-0.60833898321495
26	-0.400338983214951
27	-0.11833898321495
28	0.0966610167850495
29	0.350661016785049
30	0.56366101678505
31	0.66366101678505
32	0.82966101678505
33	0.982661016785049
34	1.07466101678505
35	1.22466101678505
36	1.39366101678505
37	1.66466101678505
38	1.99966101678505
39	2.14366101678505
40	2.20466101678505
41	2.26066101678505
42	2.70166101678505
43	3.11566101678505
44	3.18166101678505
45	3.28766101678505
46	-2.78386963341598
47	-2.66086963341598
48	-2.44886963341598
49	-2.25886963341598
50	-2.04086963341598
51	-1.79686963341598
52	-1.66586963341598
53	-1.60286963341598
54	-1.57286963341598
55	-1.53986963341598
56	-1.50286963341598
57	-1.45086963341598
58	-1.38786963341598
59	-1.22986963341598
60	-1.05386963341598
61	-0.871869633415984
62	-0.741869633415984
63	-0.689869633415984
64	-0.632869633415984
65	-0.617869633415984
66	-0.485869633415984
67	-0.356869633415984
68	-0.290869633415984
69	-0.0308696334159841
70	0.195130366584016
71	0.254130366584016
72	0.303130366584016
73	0.560130366584016
74	0.872130366584016
75	1.00113036658402
76	1.16813036658402
77	1.31313036658402
78	1.41113036658402
79	1.59613036658402
80	1.77613036658402
81	1.84713036658402
82	2.06313036658402
83	2.33013036658402
84	2.39813036658402
85	2.48613036658402
86	2.67613036658402
87	3.07713036658402
88	3.47013036658402
89	3.56913036658402
90	3.62213036658402
91	-3.92033898321495
92	-3.68833898321495
93	-3.32733898321495
94	-3.11533898321495
95	-2.87033898321495
96	-2.63833898321495
97	-2.61233898321495
98	-2.60033898321495
99	-2.54333898321495
100	-2.46233898321495
101	-2.41533898321495
102	-2.37533898321495
103	-2.06833898321495
104	-1.73833898321495
105	-1.66233898321495
106	-1.63433898321495
107	-1.53733898321495
108	-1.30833898321495
109	-1.16633898321495
110	-1.07933898321495
111	-0.977338983214951
112	-0.921338983214951
113	-0.881338983214951
114	-0.780338983214951
115	-0.60833898321495
116	-0.400338983214951
117	-0.11833898321495
118	0.0966610167850495
119	0.350661016785049
120	0.56366101678505
121	0.66366101678505
122	0.82966101678505
123	0.982661016785049
124	1.07466101678505
125	1.22466101678505
126	1.39366101678505
127	1.66466101678505
128	1.99966101678505
129	2.14366101678505
130	2.20466101678505
131	2.26066101678505
132	2.70166101678505
133	3.11566101678505
134	3.18166101678505
135	3.28766101678505
136	-2.78386963341598
137	-2.66086963341598
138	-2.44886963341598
139	-2.25886963341598
140	-2.04086963341598
141	-1.79686963341598
142	-1.66586963341598
143	-1.60286963341598
144	-1.57286963341598
145	-1.53986963341598
146	-1.50286963341598
147	-1.45086963341598
148	-1.38786963341598
149	-1.22986963341598
150	-1.05386963341598
151	-0.871869633415984
152	-0.741869633415984
153	-0.689869633415984
154	-0.632869633415984
155	-0.617869633415984
156	-0.485869633415984
157	-0.356869633415984
158	-0.290869633415984
159	-0.0308696334159841
160	0.195130366584016
161	0.254130366584016
162	0.303130366584016
163	0.560130366584016
164	0.872130366584016
165	1.00113036658402
166	1.16813036658402
167	1.31313036658402
168	1.41113036658402
169	1.59613036658402
170	1.77613036658402
171	1.84713036658402
172	2.06313036658402
173	2.33013036658402
174	2.39813036658402
175	2.48613036658402
176	2.67613036658402
177	3.07713036658402
178	3.47013036658402
179	3.56913036658402
180	3.62213036658402
