group	xintercept
1	-3.95098566257078
2	-3.71898566257078
3	-3.35798566257078
4	-3.14598566257078
5	-2.90098566257078
6	-2.66898566257078
7	-2.64298566257078
8	-2.63098566257078
9	-2.57398566257078
10	-2.49298566257078
11	-2.44598566257078
12	-2.40598566257078
13	-2.09898566257078
14	-1.76898566257078
15	-1.69298566257078
16	-1.66498566257078
17	-1.56798566257078
18	-1.33898566257078
19	-1.19698566257078
20	-1.10998566257078
21	-1.00798566257078
22	-0.951985662570779
23	-0.911985662570778
24	-0.810985662570779
25	-0.638985662570778
26	-0.430985662570779
27	-0.148985662570778
28	0.0660143374292215
29	0.320014337429221
30	0.533014337429222
31	0.633014337429222
32	0.799014337429222
33	0.952014337429221
34	1.04401433742922
35	1.19401433742922
36	1.36301433742922
37	1.63401433742922
38	1.96901433742922
39	2.11301433742922
40	2.17401433742922
41	2.23001433742922
42	2.67101433742922
43	3.08501433742922
44	3.15101433742922
45	3.25701433742922
46	-2.54831996917031
47	-2.42531996917031
48	-2.21331996917031
49	-2.02331996917031
50	-1.80531996917031
51	-1.56131996917031
52	-1.43031996917031
53	-1.36731996917031
54	-1.33731996917031
55	-1.30431996917031
56	-1.26731996917031
57	-1.21531996917031
58	-1.15231996917031
59	-0.994319969170307
60	-0.818319969170307
61	-0.636319969170307
62	-0.506319969170306
63	-0.454319969170306
64	-0.397319969170306
65	-0.382319969170307
66	-0.250319969170306
67	-0.121319969170306
68	-0.0553199691703064
69	0.204680030829694
70	0.430680030829694
71	0.489680030829694
72	0.538680030829694
73	0.795680030829694
74	1.10768003082969
75	1.23668003082969
76	1.40368003082969
77	1.54868003082969
78	1.64668003082969
79	1.83168003082969
80	2.01168003082969
81	2.08268003082969
82	2.29868003082969
83	2.56568003082969
84	2.63368003082969
85	2.72168003082969
86	2.91168003082969
87	3.31268003082969
88	3.70568003082969
89	3.80468003082969
90	3.85768003082969
91	-3.95098566257078
92	-3.71898566257078
93	-3.35798566257078
94	-3.14598566257078
95	-2.90098566257078
96	-2.66898566257078
97	-2.64298566257078
98	-2.63098566257078
99	-2.57398566257078
100	-2.49298566257078
101	-2.44598566257078
102	-2.40598566257078
103	-2.09898566257078
104	-1.76898566257078
105	-1.69298566257078
106	-1.66498566257078
107	-1.56798566257078
108	-1.33898566257078
109	-1.19698566257078
110	-1.10998566257078
111	-1.00798566257078
112	-0.951985662570779
113	-0.911985662570778
114	-0.810985662570779
115	-0.638985662570778
116	-0.430985662570779
117	-0.148985662570778
118	0.0660143374292215
119	0.320014337429221
120	0.533014337429222
121	0.633014337429222
122	0.799014337429222
123	0.952014337429221
124	1.04401433742922
125	1.19401433742922
126	1.36301433742922
127	1.63401433742922
128	1.96901433742922
129	2.11301433742922
130	2.17401433742922
131	2.23001433742922
132	2.67101433742922
133	3.08501433742922
134	3.15101433742922
135	3.25701433742922
136	-2.54831996917031
137	-2.42531996917031
138	-2.21331996917031
139	-2.02331996917031
140	-1.80531996917031
141	-1.56131996917031
142	-1.43031996917031
143	-1.36731996917031
144	-1.33731996917031
145	-1.30431996917031
146	-1.26731996917031
147	-1.21531996917031
148	-1.15231996917031
149	-0.994319969170307
150	-0.818319969170307
151	-0.636319969170307
152	-0.506319969170306
153	-0.454319969170306
154	-0.397319969170306
155	-0.382319969170307
156	-0.250319969170306
157	-0.121319969170306
158	-0.0553199691703064
159	0.204680030829694
160	0.430680030829694
161	0.489680030829694
162	0.538680030829694
163	0.795680030829694
164	1.10768003082969
165	1.23668003082969
166	1.40368003082969
167	1.54868003082969
168	1.64668003082969
169	1.83168003082969
170	2.01168003082969
171	2.08268003082969
172	2.29868003082969
173	2.56568003082969
174	2.63368003082969
175	2.72168003082969
176	2.91168003082969
177	3.31268003082969
178	3.70568003082969
179	3.80468003082969
180	3.85768003082969
